,user,location
2328,_innershadow,HOME
2329,starchild93_,Na lua 
2330,graceXhei,Lapu-Lapu City
2331,minielittlmochi,she/her ~ ot7
2332,pjmflorwes,"Rio de Janeiro, Brasil"
2333,ThamiresRosaCF,
2334,antonia_rozas,
2335,Zahraart98,iran
2336,ynacai,Qc
2337,milixitaconcha,PERU !!!
2338,Robin0780,Massachusetts USA
2339,KookieFav1,
2340,JohaBTSOT7,"Buenos Aires,Argentina "
2341,PurpleParticles,Switzerland
2342,Deoxyribo_N_A,
2343,Vante20596005,
2344,imochi_95,In Namjoon's dimples.
2345,_serenjimity,ᴊᴇssɪ↣ᴛʜᴇ ʀᴏsᴇ↣ɪᴛᴢʏ
2346,josohoney,
2347,DlORKAl,superm 28/02/20 ♡
2348,Alissa79238497,
2349,BKraykray,
2350,ZzmksA,
2351,desertsealily,
2352,ttaeet,ΒΓៜհεαʀτ ❥
2353,_jiminmyfilter,OT7
2354,stanbtsptos,
2355,purpletonight,
2356,vimin72,
2357,SSMLMM_0125,
2358,bts_is_myremedy,
2359,artjinkook_,
2360,Cb9iNoujhJXrU9S,
2361,Kavi_BossChick,Florida 
2362,KOOKFANG0104,"กรุงเทพมหานคร, ประเทศไทย"
2363,Hiambwi,Hope World 
2364,Jinnisrj,🍑
2365,iamtahyung,
2366,aubery189,
2367,xuxijelu,
2368,cyndeilou,neverland uae
2369,honeyplumyoongi,mono
2370,taetaepandaex,Colombia
2371,btaescenerylove,ARMY Bureau of Investigation 
2372,ymwithluv,🚫 repost. 
2373,Malie_BTS_Lover,"Ленинградская область, Россия"
2374,Vairani_Harapoi,"Trélazé, Maine et Loire "
2375,mireyasca,"Asunción, Paraguay"
2376,littlebbytae,🐯🐰
2377,AnaARMYBTS8,
2378,JKangsoojin,En el corazón de mi crush ahre
2379,new_item_trend,
2380,twerkingxwifi,Chile
2381,hunbunkoo,🎻✨🕊
2382,Mylovejjkm,"กรุงเทพมหานคร, ประเทศไทย"
2383,ltsSeokjin,
2384,Is_it_though,
2385,erisamnpb,
2386,QuynhHo20730656,Việt Nam
2387,btsarmytae,she/her • 17
2388,purpletonight,
2389,thisbitchex,🇨🇮.🇳🇬
2390,soulcherie,
2391,Junmin2loves,
2392,Daniela45676039,"Playas de Rosarito, Baja Calif"
2393,ZzmksA,
2394,MaryAnn93887280,Republic of the Philippines
2395,KingofRap94,BTS Heaven
2396,cIoudvmin,armynator
2397,soulmateprinces,USA
2398,barashoksana205,Россия
2399,TinSalunga,
2400,mysaviorhope,BULLETPROOF🎶
2401,CRMcrlll7,"Hogwarts, Hufflepuff🐿️"
2402,IamYuyu3,
2403,BTS_Social50,Ativem as notificações💜⚡
2404,ChoiCookie_02,lost
2405,boraborahaeBTS,
2406,_MagicShop7,"Buenos Aires, Argentina"
2407,rockstarseokjin,OT7💜
2408,S___JIN1204,
2409,deadleavvs,21 | nyc | 7-1 = 0
2410,yvaineinshadows,
2411,aralc_f,Portugal
2412,heartjguk,нєαrτвєατ
2413,OT7server,Ελλάς
2414,Esme_RVN,
2415,vmnlov,hopeworld
2416,opajee,"Portland, OR"
2417,bangtinybabies,🇪🇦 she/her :) 
2418,worldwidealeks,big hit exclusive 
2419,Alissa79238497,
2420,purpletonight,
2421,dddaengtae,Hope World
2422,MINIMIN0903,
2423,lovely_jmssi,serendipity💛
2424,grandharbor_twt,
2425,vreem95,Egypt/uae
2426,_bts_heartbeat_,I will miss you twt
2427,jiminspleasure,taes ass
2428,taemy_bear,𝑓𝑜𝑟 𝑦𝑜𝑢ღ
2429,MitziUpton,
2430,notourfairy,ınterp —— trıgger ɯαrnıng
2431,erika_atanacio,
2432,parastoo1221,BTS WORLD💜
2433,April17Lylic,"Illinois, USA"
2434,indirakpoper,KookTae🏳️‍🌈
2435,BlckSwn7_,.
2436,aubery189,
2437,d3eihoney,
2438,lovelyJJ_BTS,우정앞울행알
2439,_Geeh_umaArmy,
2440,ly_rvbts,
2441,Nany89mon,Argentina
2442,_honeyoongi_,"Buenos Aires, Argentina"
2443,Kras1627,"Panamá,Chiriqui"
2444,ninavmk7,bts | ariana grande 🎶
2445,evabtsarmy01,"Córdoba, Andalucía, España"
2446,anyaae_bts,Morocco
2447,moon6bin,180620 ♡
2448,Vero38006738,
2449,Rah_Most7,
2450,bangtfn,ㅤnsfw.
2451,ToMyTaekookie,
2452,peetiie,Con BTS  :'v
2453,AnaARMYBTS8,
2454,ja8R7MRerbxlgwQ,
2455,ET4ERNAL, 171018 I 080619 
2456,kim253013,
2457,BTS_Social50,Ativem as notificações💜⚡
2458,seokjbright,𝐨𝐧𝐥𝐲 𝐚𝐫𝐦𝐲™
2459,KingofRap94,BTS Heaven
2460,JiminKpopKING,
2461,bts_manic_,@dewbts 🎶
2462,uhgoodmoonchiId,BTS’ heart 
2463,yourslovev,190525♡ 
2464,SweeMost7,MAP THE OF SOUL 7
2465,greenheize,🍑's
2466,amira_lomi,
2467,Taegialw,"Medellín, Colombia"
2468,miki08050120,
2469,KY_BTS_KY,
2470,GilrSunflower,
2471,shitpp_7,"Berazategui, Argentina"
2472,BelleArmyTkk,Mots;7
2473,donhill99,Malou@yahoo.com
2474,Mon59471638,
2475,leighannebounce,She : United Kingdom 
2476,TINYJ0Y,lee !! ^__^
2477,goldxyoongi,"Boulder Hill, IL"
2478,yourthamg,semi-hiatus
2479,RebeccaGiarrat1,"Maine, USA"
2480,24_artdrew,
2481,nochumybae,myhouse
2482,erika_atanacio,
2483,MylifeTk,
2484,ChoiCookie_02,lost
2485,koogocchi,juju ♡ 
2486,13_army06,🇲🇽 Cd. Juárez|El Paso Tx
2487,YeonjunTrol0,⛓ 땡 ⛓
2488,nildahope,Perú
2489,ava_CB,
2490,cheloworld,FLORIDA 🇯🇲
2491,Alvari19512435,
2492,FidelisRhayos,Fortaleza
2493,daeguboy33,"Atlanta, GA"
2494,Bts_twt_jikook_,
2495,Paula23199411,
2496,MaryT0resu,Mikrokosmos ✨
2497,lovrtete,armynator ⚢
2498,REMINISCENE_BTS,𝐏𝐫𝐨𝐟𝐢𝐥𝐞 : 두유밈
2499,b0mbg1rl,
